cow,date,hour,IN_ALLEYS,REST,EAT,ACTIVITY_LEVEL,oestrus,calving,lameness,mastitis,LPS,acidosis,other_disease,accidents,disturbance,mixing,management_changes,OK
6601,2018-10-28,9,1328.679,1183.304,1088.011,397.39334,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,10,1026.561,2466.695,106.738,-358.26013,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,11,434.667,356.416,2808.911,1167.31366,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,12,196.836,0,3403.158,1460.82012,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,13,765.648,597.83,2236.516,924.3395,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,14,161.839,3438.155,0,-764.88141,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,15,1500.663,349.236,1750.095,894.8217,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,16,2869.032,730.962,0,290.92386,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,17,802.997,2612.625,170.343,-400.88017,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,18,941.068,727.571,1708.483,700.79241,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,19,8.187,3591.807,0,-824.80569,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,20,879.033,409.471,2150.335,949.60765,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,21,134.622,3454.099,11.273,-768.16859,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,22,22.018,3571.838,6.138,-815.4219,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-28,23,0,3599.994,0,-827.99862,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,0,304.344,3295.65,0,-709.30446,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,1,380.484,3219.51,0,-679.60986,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,2,1053.829,2463.28,82.885,-363.13006,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,3,119.783,3480.211,0,-781.28325,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,4,72.159,3527.835,0,-799.85661,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,5,912.595,1879.938,807.461,52.76308,0,0,0,0,0,NA,0,0,0,0,0,1
6701,2019-03-20,0,432.315,3167.679,0,-659.39577,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,1,625.942,2969.203,0,-582.76597,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,2,1236.026,2320.311,43.657,-317.57143,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,3,1665.711,1928.89,5.393,-174.86588,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,4,208.03,3391.964,0,-746.86692,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,5,533.419,3066.575,0,-619.96521,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,6,1170.927,2044.333,384.734,-121.25999,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,7,2507.688,1081.524,10.782,157.008,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,8,2802.421,0,797.573,783.36802,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,9,75.929,0,3524.065,1492.25594,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,10,491.375,0,3107.537,1383.78554,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,11,527.097,0,3072.897,1374.95226,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,12,177.237,0,3422.757,1465.91586,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,13,3247.696,0,352.298,667.59652,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,14,682.129,2901.704,16.161,-551.46366,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,15,971.248,2628.746,0,-449.2119,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,16,2187.367,1412.627,0,25.07451,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,17,1530.747,0,2069.247,1114.00326,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,18,695.946,0,2874.401,1318.59978,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,19,346.53,0,3253.464,1421.89968,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,20,340.868,0,3259.126,1423.3718,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,21,2018.82,10.786,1569.308,979.63978,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,22,1963.134,8.44,1628.42,996.09664,0,0,0,0,1,NA,0,0,1,0,0,0
6701,2019-03-20,23,721.353,2265.278,613.363,-147.985,0,0,0,0,1,NA,0,0,1,0,0,0
6601,2018-10-29,6,1407.886,1496.511,695.597,173.21497,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,7,2085.833,991.347,522.814,325.30535,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,8,938.602,1464.398,957.605,215.55888,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,9,1858.815,759.558,964.237,527.6916,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,10,505.347,2255.71,838.937,-85.60424,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,11,705.344,451.031,2443.619,1035.43789,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,12,1673.52,1041.3,783.385,357.2859,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,13,957.922,354.016,2288.056,1032.82736,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,14,1060.02,2539.974,0,-414.59082,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,15,461.848,1906.262,1072.397,85.86216,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,16,2384.993,965.34,249.661,264.4283,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,17,752.482,694.105,2100.253,842.85923,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,18,555.544,3044.45,0,-611.33646,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,19,2399.95,945.055,254.989,273.72473,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,20,2351.858,978.715,269.421,264.34965,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,21,2593.448,864.496,0,216.1176,0,0,0,0,0,NA,0,0,0,0,0,1
6601,2018-10-29,22,1979.599,1620.395,0,-55.95501,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-07,0,661.347,2587.86,0,-489.39228,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,1,339.884,2743.551,0,-576.63529,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,2,385.319,3116.837,0,-655.22147,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,3,387.414,2971.071,18.587,-613.55355,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,4,384.858,2846.156,0,-593.0386,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,5,442.812,3052.788,2.183,-630.37446,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,6,2373.373,1171.376,25.711,121.12182,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,7,2662.371,267.013,658.033,640.94023,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,8,1034.897,841.081,1685.749,680.14947,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,9,1686.439,177.117,1734.252,957.47917,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,10,2714.978,567.894,316.032,436.5143,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,11,956.671,676.542,1966.781,823.51072,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,12,662.739,2937.255,0,-569.53041,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,13,1339.297,1499.782,754.896,186.39398,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,14,2809.846,116.564,673.584,705.67092,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,15,3386.603,213.391,0,492.77655,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,16,3014.673,69.483,515.838,683.01855,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,17,939.83,536.601,2123.563,918.85103,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,18,863.835,2152.937,583.222,-112.00867,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,19,138.812,3461.182,0,-773.86194,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,20,1282.679,2185.65,131.665,-242.17156,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,21,688.144,2857.208,54.642,-524.10516,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,22,1680.019,205.942,1714.033,941.33024,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-07,23,2232.387,1367.607,0,42.63231,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-08,0,1815.477,1784.517,0,-119.96259,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,1,1483.635,2075.357,17.491,-232.60429,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,2,3209.913,268.775,121.306,502.71635,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,3,637.134,2925.692,37.168,-555.35716,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,4,202.683,3397.311,0,-748.95225,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,5,905.376,2694.618,0,-474.90198,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,6,1495.325,1878.943,225.726,-98.09997,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,7,3422.906,7.65,169.438,617.06942,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,8,789.419,1956.438,854.137,35.06384,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,9,902.712,463.599,2233.683,975.95301,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,10,607.328,1221.43,1771.236,560.1627,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,11,40.42,3559.574,0,-812.23482,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,12,987.924,1147.276,1464.794,509.40784,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,13,870.892,1238.283,1490.819,480.68161,0,0,0,0,0,NA,0,0,0,0,0,1
6750,2018-12-03,0,1527.465,1957.413,113.438,-158.16663,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,1,1889.555,1710.439,0,-91.07217,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,2,2649.319,941.186,9.489,211.40364,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,3,1590.299,1962.182,47.513,-176.89856,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,4,1005.802,2540.59,53.602,-400.89454,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,5,1261.088,762.254,1576.652,688.6495,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,6,2127.195,796.351,669.181,438.24649,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,7,2418.15,186.668,995.176,761.94428,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,8,870.661,364.363,2364.97,1048.78967,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,9,1184.915,2287.138,127.941,-282.72012,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,10,959.022,453.193,2187.779,968.07631,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,11,661.626,2172.684,765.684,-72.26988,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,12,905.426,676.774,2017.794,836.68362,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,13,1874.983,901.337,823.674,438.63285,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,14,1812.567,1518.607,268.82,53.63551,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,15,1966.71,1627.744,5.54,-57.38072,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,16,1966.364,67.627,1566.003,956.78529,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,17,1136.041,1201.636,1262.317,435.56342,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,18,721.852,2712.29,158.593,-441.72132,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,19,2276.679,587.742,735.573,538.02864,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,20,763.786,2836.208,0,-530.12208,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,21,942.568,1288.688,1368.738,429.2826,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,22,1229.44,89.953,2280.601,1133.87363,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-03,23,2999.112,593.068,7.814,346.73416,0,0,0,0,0,NA,0,0,0,1,0,0
6750,2018-12-04,0,2601.294,979.713,18.987,198.84759,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,14,992.745,2607.249,0,-440.82807,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,15,2361.389,175.454,1063.151,783.99124,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,16,1495.357,73.226,2031.411,1075.60776,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,17,349.683,1691.51,1558.801,321.5984,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,18,327.511,3272.483,0,-700.26933,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,19,431.276,3147.947,20.771,-646.29983,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,20,755.395,2844.599,0,-533.39457,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,21,38.244,3561.75,0,-813.08346,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,22,731.175,2176.947,691.872,-93.12357,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-08,23,978.643,0,2621.351,1257.5503,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-09,0,1047.571,2468.805,83.618,-365.09423,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,1,649.223,2950.771,0,-574.80165,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,2,1502.502,1734.462,363.03,-6.05334,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,3,211.012,3388.982,0,-745.70394,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,4,657.503,2942.491,0,-571.57245,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,5,541.984,3058.01,0,-616.62486,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,6,1875.512,1626.639,97.843,-32.95099,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,7,3197.773,47.007,355.214,650.02195,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,8,1332.645,1426.858,840.491,238.05208,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,9,439.275,820.441,2340.278,864.49933,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,10,209.071,1395.772,1995.151,550.38722,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,11,220.031,2040.873,1339.09,128.22197,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,12,268.709,3181.498,149.787,-625.84056,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,13,1227.491,1266.272,1106.231,369.77302,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,14,605.11,706.65,2288.234,895.34638,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,15,847.348,175.543,2577.103,1177.58405,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,16,2030.914,19.147,1549.933,971.51429,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,17,212.895,3384.913,2.186,-743.54867,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,18,454.545,3145.449,0,-650.72607,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,19,20.229,3579.765,0,-820.10931,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,20,962.601,1914.754,722.639,17.13112,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,21,1055.709,0,2544.285,1237.51314,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,22,2928.682,671.312,0,314.18736,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-09,23,2960.558,44.836,594.6,713.109,0,0,0,0,0,NA,0,0,0,1,0,0
6613,2019-01-10,0,2780.975,56.248,762.771,752.38278,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,1,3039.265,161.159,399.57,617.03523,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,2,3167.784,103.274,328.936,621.24554,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,3,2851.295,509.864,238.835,439.24918,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,4,874.872,2725.122,0,-486.79854,0,0,0,0,0,NA,0,0,0,0,0,1
6701,2019-02-12,23,1389.938,6.466,2203.59,1146.4107,0,0,0,0,0,NA,0,0,0,0,0,1
6701,2019-02-13,0,309.311,1934.33,1356.353,174.26212,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,1,957.019,2586.402,56.573,-417.98876,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,2,293.632,3204.499,101.863,-647.27119,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,3,371.733,3219.639,8.622,-677.41845,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,4,33.386,3566.608,0,-814.97808,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,5,106.644,3493.35,0,-786.40746,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,6,2.156,3597.838,0,-827.15778,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,7,1750.204,909.709,940.081,465.63359,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,8,39.34,0,3560.654,1501.76908,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,9,1202.377,0,2397.617,1199.37946,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,10,3599.994,0,0,575.99904,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,11,801.23,0,2798.764,1303.67768,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,12,570.32,11.85,3017.824,1356.01178,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,13,441.406,1218.033,1940.555,605.51047,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,14,62.495,3537.499,0,-803.62557,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,15,202.644,3397.35,0,-748.96746,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,16,1504.218,1135.114,960.662,383.0767,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,17,2525.492,0,1062.101,850.16114,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,18,1651.096,8.628,1940.27,1077.10432,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,19,706.642,0,2893.352,1328.27056,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,20,680.853,0,2919.141,1334.9757,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,21,291.67,0,3308.324,1436.16328,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,22,670.448,0,2929.546,1337.681,0,0,0,0,0,NA,1,0,0,0,0,0
6701,2019-02-13,23,179.61,2047.891,1372.493,134.16973,0,0,0,0,0,NA,1,0,0,0,0,0
6613,2019-01-10,5,2515.21,1073.851,10.933,160.03973,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,6,1717.473,0,1882.521,1065.4545,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,7,2869.03,189.192,541.772,643.07488,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,8,1469.275,0,2130.719,1129.98598,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,9,446.428,2537.682,615.884,-253.5671,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,10,591.836,2483.18,524.978,-255.94688,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,11,0,3599.994,0,-827.99862,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,12,6.553,3593.441,0,-825.44295,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,13,436.119,1640.234,1523.641,332.45444,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,14,367.853,0,3232.141,1416.3557,0,0,0,0,0,NA,0,0,0,0,0,1
6613,2019-01-10,15,1059.557,2068.608,471.829,-108.08254,0,0,0,0,0,NA,0,0,0,0,0,1
